Pacman Agent|Ghost Agent|Layout|Average Score|Scores|Win Rate|Record|Number of Iterations|Simulation Length|Depth|Number of Ghosts|Tree Reuse|Command|Average Number of Moves|Time Taken
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium0_spatial.lay|47.5|-58.0, 153.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium0_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|57.5|40.58446216583252
MinimaxAgent|RandomGhost|layouts/gen_medium/medium19_spatial.lay|-752.0|-752.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium19_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|387.7399277687073
MCTSAgent|DirectionalGhost|layouts/gen_small/small28_spatial.lay|738.0|1483.0, -7.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small28_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|41.5|21.004026889801025
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium0_spatial.lay|436.0|436.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium0_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|213.0|2.44073224067688
ExpectimaxAgent|RandomGhost|layouts/gen_small/small21_spatial.lay|1140.0|1140.0|1.0|Win|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small21_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|649.0|84.60100531578064
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium8_spatial.lay|-155.5|-424.0, 113.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium8_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|40.0|38.96745729446411
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium23_spatial.lay|-492.0|-492.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium23_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|62.0|0.5125348567962646
MCTSAgent|RandomGhost|layouts/gen_small/small20_spatial.lay|1058.0|1601.0, 515.0|0.5|Win, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small20_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|231.0|164.75396609306335
MinimaxAgent|DirectionalGhost|layouts/gen_small/small21_spatial.lay|-356.0|-356.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small21_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|15.0|2.5766282081604004
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small6_spatial.lay|593.0|593.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small6_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|46.0|3.240187883377075
MCTSAgent|RandomGhost|layouts/gen_large/large13_spatial.lay|1590.5|846.0, 2335.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large13_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|619.0|468.77293825149536
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium23_spatial.lay|-446.0|-446.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium23_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|15.0|4.215749025344849
MCTSAgent|RandomGhost|layouts/gen_small/small23_spatial.lay|-270.5|-68.0, -473.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small23_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|20.5|10.275654077529907
MCTSAgent|RandomGhost|layouts/gen_large/large9_spatial.lay|1346.0|253.0, 2439.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large9_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|259.0|312.12120628356934
MinimaxAgent|DirectionalGhost|layouts/gen_small/small4_spatial.lay|176.0|176.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small4_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|93.0|0.3378744125366211
MCTSAgent|DirectionalGhost|layouts/gen_small/small4_spatial.lay|665.0|1262.0, 68.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small4_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|44.5|26.83383321762085
MinimaxAgent|DirectionalGhost|layouts/gen_small/small17_spatial.lay|-34.0|-34.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small17_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|13.0|0.28401708602905273
MCTSAgent|RandomGhost|layouts/gen_small/small22_spatial.lay|343.5|920.0, -233.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small22_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|26.0|13.621641635894775
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium15_spatial.lay|499.5|951.0, 48.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium15_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|105.0|90.9693546295166
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large5_spatial.lay|882.0|882.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large5_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|427.0|7.964184522628784
MCTSAgent|DirectionalGhost|layouts/gen_large/large4_spatial.lay|1718.5|1687.0, 1750.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|520.5|510.72631883621216
MinimaxAgent|RandomGhost|layouts/gen_large/large4_spatial.lay|-152.0|-152.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|22.51386547088623
MCTSAgent|RandomGhost|layouts/gen_medium/medium2_spatial.lay|1432.5|1520.0, 1345.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium2_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|176.5|106.87075519561768
MCTSAgent|DirectionalGhost|layouts/gen_small/small10_spatial.lay|763.5|337.0, 1190.0|0.5|Loss, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small10_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|70.5|49.748870849609375
MCTSAgent|DirectionalGhost|layouts/gen_large/large4_spatial.lay|190.0|136.0, 244.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|90.0|80.94186615943909
MCTSAgent|DirectionalGhost|layouts/gen_medium/medium16_spatial.lay|607.0|827.0, 387.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium16_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|108.0|98.89564633369446
MCTSAgent|RandomGhost|layouts/gen_large/large14_spatial.lay|1251.0|-437.0, 2939.0|0.5|Loss, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large14_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|428.0|330.28891587257385
MCTSAgent|RandomGhost|layouts/gen_small/small18_spatial.lay|1760.0|1975.0, 1545.0|1.0|Win, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small18_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|89.0|63.796475410461426
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium19_spatial.lay|78.0|78.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium19_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|385.21334195137024
MinimaxAgent|RandomGhost|layouts/gen_large/large19_spatial.lay|-62.0|-62.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large19_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|30.833199739456177
MinimaxAgent|RandomGhost|layouts/gen_small/small0_spatial.lay|332.0|332.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small0_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|117.0|1.6279253959655762
MCTSAgent|RandomGhost|layouts/gen_medium/medium26_spatial.lay|795.0|1173.0, 417.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium26_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|165.0|105.11395859718323
MinimaxAgent|DirectionalGhost|layouts/gen_small/small14_spatial.lay|1168.0|1168.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small14_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|71.0|2.4913852214813232
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small15_spatial.lay|-416.0|-416.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small15_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|26.0|0.0870819091796875
MinimaxAgent|RandomGhost|layouts/gen_medium/medium8_spatial.lay|-1162.0|-1162.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium8_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|691.0|6.947017192840576
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium8_spatial.lay|-494.0|-494.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium8_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|23.0|11.098326444625854
MCTSAgent|RandomGhost|layouts/gen_medium/medium0_spatial.lay|890.5|2230.0, -449.0|0.5|Win, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium0_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|139.0|126.51356053352356
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large7_spatial.lay|2229.0|2229.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large7_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|380.0|8.170226097106934
MinimaxAgent|RandomGhost|layouts/gen_medium/medium22_spatial.lay|-1022.0|-1022.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium22_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|24.825758934020996
MCTSAgent|RandomGhost|layouts/gen_small/small5_spatial.lay|720.0|1233.0, 207.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small5_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|89.5|45.12569451332092
MCTSAgent|DirectionalGhost|layouts/gen_small/small24_spatial.lay|54.0|-12.0, 120.0|0.0|Loss, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small24_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|70.5|36.16571307182312
ExpectimaxAgent|RandomGhost|layouts/gen_small/small9_spatial.lay|-582.0|-582.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small9_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|21.104679822921753
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium11_spatial.lay|101.0|101.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium11_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|88.0|1.073289394378662
MCTSAgent|RandomGhost|layouts/gen_large/large2_spatial.lay|2505.5|3694.0, 1317.0|0.5|Win, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large2_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|524.0|622.8421859741211
MinimaxAgent|RandomGhost|layouts/gen_medium/medium27_spatial.lay|58.0|58.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium27_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|1501.0|852.9948687553406
MinimaxAgent|RandomGhost|layouts/gen_large/large9_spatial.lay|408.0|408.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large9_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|1501.0|33.91136860847473
MCTSAgent|DirectionalGhost|layouts/gen_small/small26_spatial.lay|563.5|761.0, 366.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small26_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|70.5|37.67288661003113
MinimaxAgent|DirectionalGhost|layouts/gen_medium/medium10_spatial.lay|-469.0|-469.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium10_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|78.0|0.7648680210113525
MinimaxAgent|DirectionalGhost|layouts/gen_large/large2_spatial.lay|1466.0|1466.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large2_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|553.0|15.114809036254883
MCTSAgent|RandomGhost|layouts/gen_medium/medium21_spatial.lay|1291.5|1707.0, 876.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium21_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|213.0|132.34894943237305
MCTSAgent|RandomGhost|layouts/gen_large/large7_spatial.lay|1248.5|2189.0, 308.0|0.0|Loss, Loss|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large7_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|251.5|345.13733100891113
MinimaxAgent|DirectionalGhost|layouts/gen_small/small13_spatial.lay|-532.0|-532.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small13_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|51.0|2.688656806945801
ExpectimaxAgent|DirectionalGhost|layouts/gen_small/small17_spatial.lay|809.0|809.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small17_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|30.0|0.4345114231109619
ExpectimaxAgent|DirectionalGhost|layouts/gen_medium/medium5_spatial.lay|-356.0|-356.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium5_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|15.0|0.10411477088928223
MinimaxAgent|RandomGhost|layouts/gen_small/small23_spatial.lay|7.0|7.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small23_spatial.lay --pacman MinimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|82.0|2.2929670810699463
ExpectimaxAgent|RandomGhost|layouts/gen_medium/medium1_spatial.lay|76.0|76.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_medium/medium1_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 4 --agentArgs depth=2|423.0|114.90171313285828
MinimaxAgent|DirectionalGhost|layouts/gen_small/small19_spatial.lay|-421.0|-421.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small19_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|10.0|0.1683056354522705
MinimaxAgent|DirectionalGhost|layouts/gen_large/large5_spatial.lay|2076.0|2076.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large5_spatial.lay --pacman MinimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|383.0|7.739257335662842
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large15_spatial.lay|-20.0|-20.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large15_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 2 --agentArgs depth=2|59.0|2.2678163051605225
MCTSAgent|DirectionalGhost|layouts/gen_small/small7_spatial.lay|1172.0|1085.0, 1259.0|1.0|Win, Win|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_small/small7_spatial.lay --pacman MCTSAgent --ghost DirectionalGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=DirectionalGhost|97.0|55.52996873855591
MCTSAgent|RandomGhost|layouts/gen_large/large1_spatial.lay|2353.5|1697.0, 3010.0|0.5|Loss, Win|2|20|N/A|4|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_large/large1_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 4 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|1001.0|1092.6196339130402
ExpectimaxAgent|RandomGhost|layouts/gen_small/small22_spatial.lay|13.0|13.0|0.0|Loss|1|N/A|2|2|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_small/small22_spatial.lay --pacman ExpectimaxAgent --ghost RandomGhost --numghosts 2 --agentArgs depth=2|116.0|0.6367030143737793
MCTSAgent|RandomGhost|layouts/gen_medium/medium28_spatial.lay|1342.5|2276.0, 409.0|0.5|Win, Loss|2|20|N/A|2|N/A|python pacman.py -q -n 2 --maxMoves 1500 --layout layouts/gen_medium/medium28_spatial.lay --pacman MCTSAgent --ghost RandomGhost --numghosts 2 --agentArgs simulation_length=20,should_reuse=True,ghost_type=RandomGhost|162.0|113.48889875411987
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large4_spatial.lay|190.0|190.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large4_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|140.0|59.61630988121033
ExpectimaxAgent|DirectionalGhost|layouts/gen_large/large0_spatial.lay|1894.0|1894.0|0.0|Loss|1|N/A|2|4|N/A|python pacman.py -q -n 1 --maxMoves 1500 --layout layouts/gen_large/large0_spatial.lay --pacman ExpectimaxAgent --ghost DirectionalGhost --numghosts 4 --agentArgs depth=2|205.0|177.87198305130005
